"ID_RSSD","ENTITY_TYPE","NAME","CITY","ST/COUNTRY","DATE_OPEN","NAME_END_DATE","REGULATORY_DISTRICT"
3118513,"BHC","1ST COLONIAL BANCORP, INC.","COLLINGSWOOD","NJ",20020630,,"Philadelphia"
1208942,"BHC","1ST COLUMBIA CORP.","COLUMBUS","WI",19830725,19940228,"Chicago"
1139297,"BHC","1ST COMMUNITY BANCORP. INC.","SPARTA","MI",19870406,19970529,"Chicago"
2784920,"BHC","1ST CONSTITUTION BANCORP","CRANBURY","NJ",19990701,,"New York"
2952288,"BHC","1ST FINANCIAL BANCSHARES, INC.","OVERLAND PARK","KS",20010105,20100429,"Kansas City"
3715257,"BHC","1ST FINANCIAL SERVICES CORPORATION","HENDERSONVILLE","NC",20080524,20131231,"Richmond"
2507530,"BHC","1ST FLOYD BANKSHARES, INC.","ROME","GA",19970101,19990826,"Atlanta"
1051308,"BHC","1ST GROUP, INC.","BEATRICE","NE",19660630,19990702,"Kansas City"
2484202,"BHC","1ST INDEPENDENCE FINANCIAL GROUP, INC.","LOUISVILLE","KY",19950929,20080829,"St. Louis"
2306993,"BHC","1ST JACKSON BANCSHARES, INC.","STEVENSON","AL",19950601,,"Atlanta"
3487367,"BHC","1ST PACIFIC BANCORP","SAN DIEGO","CA",20070116,20100507,"San Francisco"
1199602,"BHC","1ST SOURCE CORPORATION","SOUTH BEND","IN",19711022,,"Chicago"
1200692,"BHC","1ST ST CORPORATION","HARWOOD HEIGHTS","IL",19700427,19841230,"Chicago"
1231959,"BHC","1ST STAN-ISLE COMPANY, INC.","STANWOOD","WA",19720301,19761228,"San Francisco"
2776813,"BHC","1ST STATE BANCORP, INC.","BURLINGTON","NC",19981119,20060102,"Richmond"
2769963,"BHC","1ST STATE BANK FOUNDATION, INC.","BURLINGTON","NC",19990405,20060102,"Richmond"
3223293,"BHC","1ST STATE FINANCIAL, LTD.","SAGINAW","MI",20040412,,"Chicago"
1830240,"BHC","1ST SUMMIT BANCORP OF JOHNSTOWN, INC.","JOHNSTOWN","PA",19900702,,"Philadelphia"
1407035,"BHC","1ST UNITED BANCORP","BOCA RATON","FL",19890424,19971110,"Atlanta"
2860431,"FHD","1ST UNITED BANCORP, INC.","BOCA RATON","FL",20000420,20141031,"Atlanta"
1128415,"BHC","1ST UNITED BANCORPORATION, INC.","BROADUS","MT",19840103,,"Minneapolis"
3030941,"BHC","2000 WILLIAMS INVESTMENT COMPANY, LLC, THE","ATLANTA","GA",20010827,20030226,"Atlanta"
3971697,"BHC","2009 TCRT","DALLAS","TX",20100831,20121130,"Dallas"
4759650,"BHC","2011 TCRT","DALLAS","TX",20150501,,"Dallas"
4552413,"SLHC","2012 DORCHESTER TRUST","OKLAHOMA CITY","OK",20140331,,"Kansas City"
4452401,"BHC","2012 WATERFORD COMMERCIAL & SAVINGS BANK SHAREHOLDERS VOTING TRUST","WATERFORD","OH",20130107,,"Cleveland"
4577984,"BHC","2013 MONTE HULSE FAMILY IRREVOCABLE TRUST I, THE","WACO","TX",20140327,,"Dallas"
1247576,"BHC","215 HOLDING CO.","MINNEAPOLIS","MN",19871029,,"Minneapolis"
1053209,"BHC","304 CORPORATION","OMAHA","NE",19700313,20111104,"Kansas City"
1238677,"BHC","3900 CORPORATION, THE","OKLAHOMA CITY","OK",19681231,19711231,"Kansas City"
3637939,"BHC","3MV BANCORP, INC.","OMAHA","NE",20071210,,"Kansas City"
1053955,"BHC","401, INC.","HURON","SD",19701231,19901106,"Kansas City"
1937251,"BHC","405 CORPORATION","LA JUNTA","CO",19920720,19970522,"Kansas City"
1035157,"BHC","473 BROADWAY HOLDING CORPORATION","SARATOGA SPRINGS","NY",19260617,,"New York"
3688089,"FHD","5STAR FINANCIAL, LLC","ALEXANDRIA","VA",20090501,20150526,"Richmond"
1081042,"BHC","7L CORPORATION","TAMPA","FL",19680904,19921207,"Atlanta"
1924804,"SLHC","8-31-79 TRUST","WINCHESTER","KY",19881209,,"Cleveland"
1053311,"BHC","96 RANCHES, INC.","GOTHENBURG","NE",19651110,20020429,"Kansas City"
1056367,"BHC","A & K, INC.","MINNEAPOLIS","KS",19761231,19801230,"Kansas City"
1108136,"BHC","A&K BANCSHARES, INC.","ROBY","TX",19830215,19911231,"Dallas"
1248238,"BHC","A&P BANK HOLDING CO.","NORTH BRANCH","MN",19880216,20020308,"Minneapolis"
1029361,"BHC","A. B. ROBBS TRUST COMPANY","PHOENIX","AZ",19811229,19861001,"San Francisco"
2342085,"BHC","A. E. BANCORP, INC.","BUFFALO GROVE","IL",19951115,,"Chicago"
1027563,"BHC","A. F. GILMORE COMPANY","LOS ANGELES","CA",19551201,20130926,"San Francisco"
1200142,"BHC","A. M. SAYLOR, INCORPORATED","HAMPTON","IA",19690105,,"Chicago"
1079731,"BHC","A. WILBERT'S SONS LUMBER AND SHINGLE COMPANY","PLAQUEMINE","LA",19310413,20161231,"Atlanta"
1917486,"BHC","A.B.C. BANCORPORATION, INC.","WEST DES MOINES","IA",19910412,19961230,"San Francisco"
1240018,"FBH","A.B.N. - STICHTING","AMSTERDAM","NETHERLANDS",19790814,19911231,"Chicago"
1895007,"BHC","A.N.B. HOLDING COMPANY, LTD.","TERRELL","TX",19910831,,"Dallas"
4265085,"SLHC","A.R.G. 2010 TRUST, THE","DALLAS","TX",,20120103,"Dallas"
1123429,"BHC","AARESTAD FARM PRODUCTS, INC.","HALSTAD","MN",19690102,19811229,"Minneapolis"
3843860,"SLHC","AARON C. BASTIAN TRUST","WICHITA","KS",19970813,,"Kansas City"
3706684,"BHC","AB&T FINANCIAL CORPORATION","GASTONIA","NC",20080514,,"Richmond"
3118456,"BHC","ABB FINANCIAL GROUP, INC.","ATLANTA","GA",20040520,,"Atlanta"
2577560,"BHC","ABBEVILLE CAPITAL CORPORATION","ABBEVILLE","SC",19970701,20040304,"Richmond"
1059292,"BHC","ABBOTT BANK GROUP, INC.","ALLIANCE","NE",19800108,19950511,"Kansas City"
3612794,"BHC","ABBY BANCORP, INC.","ABBOTSFORD","WI",20071026,,"Chicago"
1082067,"FHD","ABC BANCORP","MOULTRIE","GA",19810824,20051130,"Atlanta"
1063422,"BHC","ABC BANCSHARES, INC.","MCALESTER","OK",19820329,19850627,"Kansas City"
2037550,"BHC","ABC EMPLOYEE STOCK OWNERSHIP PLAN","ANCHOR","IL",19930407,,"Chicago"
1082067,"BHC","ABC HOLDING COMPANY","MOULTRIE","GA",19810824,19861215,"Atlanta"
3615441,"BHC","ABCT HOLDINGS, INC.","WACO","TX",20070928,,"Dallas"
3368185,"BHC","ABDO INVESTMENTS, INC.","EDINA","MN",20051230,,"Minneapolis"
1404623,"BHC","ABESS PROPERTIES, LTD.","MIAMI","FL",19870601,19961231,"Atlanta"
3814703,"SLHC","ABH BANCORP, INC.","HUNTSVILLE","AL",20070518,20160430,"Atlanta"
2084983,"BHC","ABHC DELAWARE, INC.","WILMINGTON","DE",19930630,20121231,"Dallas"
1966466,"BHC","ABI CORPORATION","WHEELING","WV",19911202,19960417,"Cleveland"
1075500,"BHC","ABIGAIL ADAMS NATIONAL BANCORP, INC.","WASHINGTON","DC",19820401,20110408,"Richmond"
4264480,"SLHC","ABIGAIL ELIZABETH DAVIDSON 1997 TRUST","GREAT FALLS","MT",20010101,20121031,"Minneapolis"
1055856,"BHC","ABILENE COMPANY","CENTRAL CITY","NE",19760319,19910430,"Kansas City"
3846535,"SLHC","ABINGTON BANCORP, INC","JENKINTOWN","PA",20070627,20110930,"Philadelphia"
1248322,"BHC","ABINGTON BANCORP, INC.","ABINGTON","MA",19880201,19921228,"Boston"
2521741,"BHC","ABINGTON BANCORP, INC.","ABINGTON","MA",19970131,20040428,"Boston"
3282973,"BHC","ABINGTON COMMUNITY BANCORP INC.","JENKINTOWN","PA",20041217,20070626,"Philadelphia"
2351993,"BHC","ABINGTON MUTUAL HOLDING COMPANY","JENKINTOWN","PA",20041217,20070626,"Philadelphia"
3154249,"BHC","ABM HOLDING COMPANY","MILTONVALE","KS",20030501,20130131,"Kansas City"
1240009,"FHF","ABN AMRO BANK N.V.","AMSTERDAM","NETHERLANDS",19591231,20070930,"Chicago"
1718227,"FHF","ABN AMRO HOLDING N.V.","AMSTERDAM","NETHERLANDS",19900530,20070930,"Chicago"
1379552,"FHD","ABN AMRO NORTH AMERICA HOLDING COMPANY","CHICAGO","IL",19850701,20071024,"Richmond"
1022353,"FHD","ABN AMRO NORTH AMERICA, INC.","CHICAGO","IL",19810609,20010430,"Chicago"
1199769,"FHD","ABN AMRO NORTH AMERICA, INC.","CHICAGO","IL",19721231,20021231,"Chicago"
1022353,"BHC","ABN COMPANY, INC.","WILMINGTON","DE",19810609,19861208,"Chicago"
1022353,"BHC","ABN/LASALLE NORTH AMERICA, INC.","CHICAGO","IL",19810609,19900929,"Chicago"
2344726,"BHC","ABNA HOLDINGS, INC.","DALLAS","TX",19960228,,"Dallas"
2303303,"BHC","ABRAMS CENTRE BANCSHARES, INC.","DALLAS","TX",19950413,20030505,"Chicago"
2376437,"BHC","ABS INVESTORS, LLC","MARIETTA","GA",19960119,20060324,"Atlanta"
1884122,"BHC","ABSAROKEE BANCORPORATION, INC.","ABSAROKEE","MT",19910731,20150724,"Minneapolis"
2579612,"BHC","ABSECON BANCORP","ABSECON","NJ",19970801,,"Philadelphia"
1096578,"BHC","ABT BANCSHARES CORPORATION","HOT SPRINGS","AR",19810423,19950321,"St. Louis"
1252990,"SLHC","ACACIA LIFE INSURANCE COMPANY","BETHESDA","MD",19840905,20131031,"Kansas City"
1252990,"SLHC","ACACIA MUTUAL LIFE INSURANCE COMPANY","BETHESDA","MD",19840905,20110721,"Kansas City"
1082076,"BHC","ACADIANA BANCSHARES, INC.","LAFAYETTE","LA",19810701,19860926,"Atlanta"
2412559,"FHD","ACADIANA BANCSHARES, INC.","LAFAYETTE","LA",19960716,20030228,"Atlanta"
1137837,"BHC","ACADIANA FINANCIAL SERVICES, INC.","LAFAYETTE","LA",19860502,19900419,"Atlanta"
4556381,"BHC","ACCESS BANCORP, INC.","DENTON","TX",20131101,,"Dallas"
2158633,"BHC","ACCESS BANCSHARES, INC.","CHAMPLIN","MN",19940105,20100507,"Minneapolis"
3109904,"BHC","ACCESS NATIONAL CORPORATION","RESTON","VA",20020615,,"Richmond"
1471791,"BHC","ACE GAS, INC.","DESHLER","NE",19891211,19990114,"Kansas City"
1233917,"BHC","ACE INVESTMENTS, INC.","MAITLAND","FL",19670601,19730805,"Atlanta"
1200825,"BHC","ACKLEY BANCORPORATION","ACKLEY","IA",19661101,19921231,"Chicago"
2576424,"BHC","ACME HOLDING COMPANY INC. EMPLOYEE STOCK OWNERSHIP PLAN","MULBERRY","AR",19970818,20160923,"St. Louis"
1140556,"BHC","ACME HOLDING COMPANY, INC.","MULBERRY","AR",19861021,20160923,"St. Louis"
1117464,"FHD","ACNB CORPORATION","GETTYSBURG","PA",19830701,,"Philadelphia"
1946860,"BHC","ACNB NORTH, INC.","GETTYSBURG","PA",19920101,20000626,"Philadelphia"
1210178,"BHC","ACORN BANKSHARES, INC.","BLOOMINGDALE","IL",19840801,19860430,"Chicago"
1202940,"BHC","ACORN FINANCIAL CORP.","OAK PARK","IL",19780509,19950105,"Chicago"
1980583,"FHD","ACQUISITION CORPORATION","LEAWOOD","KS",19921113,20051231,"Kansas City"
1427293,"BHC","ACRU, INC.","WOODSTOCK","GA",19891127,20120720,"Atlanta"
1125094,"BHC","ADA BANC SHARES, INC.","SCOTTSDALE","AZ",19800507,19940331,"Minneapolis"
5006472,"FHD","ADAGE, LLC","OGALLALA","NE",20160825,,"Kansas City"
1202436,"BHC","ADAIR INSURANCE AGENCY, INC.","ADAIR","IA",19760615,20060629,"Chicago"
1247101,"BHC","ADAIRSVILLE BANCSHARES, INC.","ADAIRSVILLE","GA",19871119,19990315,"Atlanta"
1416710,"BHC","ADAM BANK GROUP, INC.","BRYAN","TX",19890210,19940720,"Dallas"
2227548,"BHC","ADAM BANK GROUP, INC.","DOVER","DE",19940721,19960724,"Dallas"
3447567,"BHC","ADAM BANK GROUP, INC.","COLLEGE STATION","TX",20061025,,"Dallas"
2227539,"BHC","ADAM FINANCIAL CORPORATION","BRYAN","TX",19940721,19960724,"Dallas"
1126738,"BHC","ADAMS BANCSHARES, INC.","ADAMS","MN",19820106,,"Minneapolis"
2490164,"BHC","ADAMS BANCSHARES, INC. ESOP WITH 401(K) PROVISION","ADAMS","MN",19970724,20040101,"Minneapolis"
1060515,"BHC","ADAMS BANKCORP, INC.","NORTHGLENN","CO",19801101,19921231,"Kansas City"
4564724,"BHC","ADAMS DAIRY BANCSHARES, INC.","BLUE SPRINGS","MO",20140304,,"Kansas City"
1122244,"BHC","ADAMS INVESTMENT COMPANY","FARGO","ND",19290101,19920101,"Minneapolis"
1140341,"BHC","ADAMSVILLE BANCSHARES, INC.","ADAMSVILLE","TN",19861001,19940724,"St. Louis"
1055623,"BHC","ADBANC, INC.","OGALLALA","NE",19750906,,"Kansas City"
1060113,"BHC","ADCO COMPANY","BRULE","NE",19800718,19860119,"Kansas City"
1207990,"BHC","ADDISON BANCSHARES, INC.","ADDISON","IL",19821130,19851112,"Chicago"
1134724,"BHC","ADINO COMPANY, THE","ONIDA","SD",19850731,,"Minneapolis"
2467474,"BHC","ADIRONDACK BANCORP, INC.","UTICA","NY",19960917,,"New York"
3138267,"BHC","ADIRONDACK TRUST COMPANY EMPLOYEE STOCK OWNERSHIP TRUST, THE","SARATOGA SPRINGS","NY",19990930,,"New York"
1066722,"BHC","ADM BANCORP., INC.","KANSAS CITY","KS",19840209,19861231,"Kansas City"
2917997,"FHD","ADMINISTRACION DE BANCOS LATINOAMERICANOS SANTANDER, S.L.","BOADILLA DEL MONTE MADRID","SPAIN",20000501,20160331,"Boston"
2357575,"BHC","ADMIRAL BANKS, INC.","ALSIP","IL",19960315,19990714,"Kansas City"
2357575,"BHC","ADMIRAL FAMILY BANKS, INC.","ALSIP","IL",19960315,,"Chicago"
2357575,"BHC","ADMIRAL STEEL CORPORATION","ALSIP","IL",19960315,19960806,"Kansas City"
1250138,"SLHC","ADMIRALS BANCORP, INC.","BOSTON","MA",19761231,,"Boston"
2142548,"FHD","ADMIRALTY BANCORP, INC.","PALM BEACH GARDENS","FL",19931117,20030425,"Richmond"
1057122,"BHC","ADMIRE BANCSHARES, INC.","EMPORIA","KS",19780130,20010704,"Kansas City"
1399505,"BHC","ADRIAN BANCSHARES, INC.","ADRIAN","MO",19890414,,"Kansas City"
1125254,"BHC","ADRIAN BUILDING CORPORATION","ADRIAN","MN",19800609,,"Minneapolis"
1137060,"BHC","ADVANCE BANCORP, INC.","HOMEWOOD","IL",19870417,20030605,"Chicago"
3020184,"BHC","ADVANTAGE BANCORP","GENEVA","IL",20010702,20041003,"Chicago"
2926270,"BHC","ADVANTAGE BANCORP, INC.","LOVELAND","CO",20000921,20140714,"Kansas City"
2860431,"BHC","ADVANTAGE BANKSHARES, INC.","NORTH PALM BEACH","FL",20000420,20030721,"Atlanta"
3155273,"BHC","ADVANTAGE COMMUNITY BANCSHARES, INC.","WAUSAU","WI",20030324,,"Chicago"
3157231,"BHC","ADVANTAGE NATIONAL BANCORP, INC.","ELK GROVE VILLAGE","IL",20030201,20050530,"Chicago"
1047703,"BHC","ADWILDON CORPORATION","CRESSKILL","NJ",19620331,19950928,"New York"
2745770,"BHC","AEA BANCSHARES, INC.","SEATTLE","WA",19990101,20051031,"San Francisco"
1204681,"BHC","AETNA BANCORP, INC.","CHICAGO","IL",19801022,19960915,"Chicago"
3816583,"SLHC","AF MUTUAL HOLDING COMPANY","ALAMOGORDO","NM",,20161011,"Dallas"
3688070,"FHD","AFBA INVESTMENT TRUST","ALEXANDRIA","VA",20090501,20150526,"Richmond"
1249860,"BHC","AFFILIATED BANC CORPORATION","HOLYOKE","MA",19880801,19920327,"Boston"
1200731,"BHC","AFFILIATED BANC GROUP, INC.","MORTON GROVE","IL",19700901,19871030,"Chicago"
1247343,"BHC","AFFILIATED BANC GROUP, INC.","CHICAGO","IL",19871031,19921130,"Chicago"
1231520,"BHC","AFFILIATED BANK CORPORATION","MADISON","WI",19700331,19801230,"Chicago"
1051447,"BHC","AFFILIATED BANK CORPORATION OF WYOMING","CASPER","WY",19700821,19880607,"Kansas City"
1049734,"BHC","AFFILIATED BANKSHARES OF COLORADO, INC.","BOULDER","CO",19700730,19921101,"Kansas City"
1241118,"BHC","AFFILIATED CAPITAL CORPORATION","OKLAHOMA CITY","OK",19801230,19830109,"Dallas"
2338501,"BHC","AFFILIATED COMMUNITY BANCORP, INC.","BOSTON","MA",19951018,20000106,"Boston"
1234204,"BHC","AFFILIATED INVESTMENTS, INC.","JACKSON","MS",19701031,19771230,"Atlanta"
3930386,"BHC","AFFINITY BANCORP, INC.","WYOMISSING","PA",20091001,20130228,"Philadelphia"
3283402,"BHC","AFFINITY BANK HOLDINGS, INC.","VENTURA","CA",20041008,20090828,"San Francisco"
3188730,"BHC","AFIN, LTD.","CLEBURNE","TX",20030926,,"Dallas"
3472176,"BHC","AFNB HOLDINGS, INC.","HOUSTON","TX",20070118,,"Dallas"
4152493,"SLHC","AGREEMENT OF TRUST, MELISSA A. BUDIG TRUSTEE","CINCINNATI","OH",,,"Cleveland"
1894103,"BHC","AGRI BANCORPORATION","WEBSTER CITY","IA",19910731,19940930,"Chicago"
1202539,"BHC","AGRI-BANK CORPORATION","WEBSTER CITY","IA",19761103,19930228,"Chicago"
1247624,"BHC","AGRICULTURAL BANKING CORPORATION","PAXTON","IL",19880128,,"Chicago"
4665265,"BHC","AHB BANCSHARES, INC.","CLOVIS","NM",20141022,,"Dallas"
1238369,"BHC","AHMANCO, INC.","BEVERLY HILLS","CA",19700206,19711005,"San Francisco"
1238574,"BHC","AHMANSON FOUNDATION","BEVERLY HILLS","CA",19571202,19761107,"San Francisco"
2399315,"FBH","AILEEN INTERNATIONAL CO. INC.","TORTOLA","BRITISH VIRGIN ISLANDS",19951222,19980301,"Atlanta"
3183959,"BHC","AIM BANCSHARES, INC.","LEVELLAND","TX",20030708,,"Dallas"
1916582,"BHC","AIR ACADEMY NATIONAL BANCORP","COLORADO SPRINGS","CO",19910701,19970319,"Kansas City"
1229862,"BHC","AIRCRAFT ACCEPTANCE CORPORATION","COLUMBUS","OH",19690115,19760130,"Richmond"
2253734,"BHC","AJJ BANCORP, INC.","ELKADER","IA",19940902,,"Chicago"
3849059,"SLHC","AJS BANCORP, INC.","MIDLOTHIAN","IL",20011226,20131008,"Chicago"
4523459,"SLHC","AJS BANCORP, INC.","MIDLOTHIAN","IL",20131009,,"Chicago"
3825156,"SLHC","AJS BANCORP, MHC","MIDLOTHIAN","IL",20011226,20131008,"Chicago"
1203675,"BHC","AKRON FINANCIAL, INC.","AKRON","IN",19790919,19860609,"Chicago"
1022595,"BHC","AKTIV BANK HOLDING COMPANY","LONG BEACH","CA",19820514,19950331,"San Francisco"
1244593,"FBH","AKTIVBANKEN A/S","BALLERUP","DENMARK (OTHER)",19820514,19940816,"San Francisco"
1083082,"BHC","ALABAMA BANCORP","BIRMINGHAM","AL",19820219,19981030,"Atlanta"
1078604,"BHC","ALABAMA BANCORPORATION","BIRMINGHAM","AL",19720203,19810415,"Atlanta"
1079441,"BHC","ALABAMA FINANCIAL GROUP, INC.","BIRMINGHAM","AL",19681231,19741230,"Atlanta"
1141786,"BHC","ALABAMA NATIONAL BANCORPORATION","BIRMINGHAM","AL",19861219,20080222,"Atlanta"
1084463,"BHC","ALABANC, INC.","WADLEY","AL",19830429,19870630,"Atlanta"
1122404,"BHC","ALADDIN, INC.","BRITTON","SD",19690124,19891201,"Minneapolis"
1027741,"BHC","ALAMEDA BANCORPORATION, INC.","ALAMEDA","CA",19711112,19900531,"San Francisco"
3047583,"BHC","ALAMERICA BANCCORP, INC.","BIRMINGHAM","AL",20020102,,"Atlanta"
1231735,"BHC","ALAMO BANCSHARES, INC.","SAN ANTONIO","TX",19710329,19730430,"Dallas"
2344762,"BHC","ALAMO CORPORATION OF DELAWARE","WILMINGTON","DE",19951101,20060228,"Dallas"
1107821,"BHC","ALAMO CORPORATION OF TEXAS","ALAMO","TX",19830209,20060228,"Dallas"
3816640,"SLHC","ALAMOGORDO FINANCIAL CORP","ALAMOGORDO","NM",,20161011,"Dallas"
1061222,"BHC","ALAMOSA BANCORPORATION, LTD.","ALAMOSA","CO",19810106,,"Kansas City"
1865970,"BHC","ALAN J. LEWIS FINANCIAL SERVICES TRUST","BATON ROUGE","LA",19881221,19940331,"Atlanta"
3194076,"BHC","ALAPAHA HOLDING COMPANY","ALAPAHA","GA",20031014,,"Atlanta"
3382891,"BHC","ALARION FINANCIAL SERVICES, INC.","OCALA","FL",20051117,20140930,"Atlanta"
1027581,"BHC","ALASKA BANCORPORATION","ANCHORAGE","AK",19690716,19890203,"San Francisco"
1021114,"BHC","ALASKA BANCSHARES INC.","ANCHORAGE","AK",19621231,19890203,"San Francisco"
1032026,"BHC","ALASKA CONTINENTAL BANCORP","ANCHORAGE","AK",19841012,19880803,"San Francisco"
1031533,"BHC","ALASKA MUTUAL BANCORPORATION","ANCHORAGE","AK",19831228,19871228,"San Francisco"
1027880,"BHC","ALASKA PACIFIC BANCORPORATION","ANCHORAGE","AK",19770829,19850630,"San Francisco"
3796117,"SLHC","ALASKA PACIFIC BANCSHARES, INC.","JUNEAU","AK",19990701,20140331,"San Francisco"
1208933,"BHC","ALBANK CORPORATION","CHICAGO","IL",19830711,,"Chicago"
2138457,"BHC","ALBANK FINANCIAL CORPORATION","ALBANY","NY",19010101,19981129,"New York"
2022444,"BHC","ALBANY BANCORP, INC.","ALBANY","KY",19930114,,"St. Louis"
1958395,"BHC","ALBANY BANCSHARES NEVADA FINANCIAL CORPORATION","RENO","NV",19920429,,"Dallas"
1125487,"BHC","ALBANY BANCSHARES, INC.","ALBANY","IL",19800829,,"Chicago"
1246926,"BHC","ALBANY BANCSHARES, INC.","ALBANY","TX",19871123,,"Dallas"
1131424,"BHC","ALBERT CITY BANKSHARES, INC.","ALBERT CITY","IA",19850116,19971106,"Chicago"
2699583,"BHC","ALBERT J. ORTTE FAMILY LIMITED PARTNERSHIP","METAIRIE","LA",19980312,20151130,"Atlanta"
1085648,"BHC","ALBERTVILLE BANCSHARES, INC.","ALBERTVILLE","AL",19840103,19871023,"Atlanta"
2332590,"BHC","ALBINA COMMUNITY BANCORP","PORTLAND","OR",19951219,20140917,"San Francisco"
1118407,"BHC","ALBION BANCORP, INC.","PEN ARGYL","PA",19840630,19860530,"Philadelphia"
1063217,"FHD","ALBION NATIONAL MANAGEMENT CO., INC.","YORK","NE",19820322,20051021,"Kansas City"
2022725,"BHC","ALBRECHT FINANCIAL SERVICES, INC.","NORWALK","IA",19921231,,"Chicago"
1356991,"BHC","ALBRIGHT BANCORP, INC.","KINGWOOD","WV",19881231,19911201,"Richmond"
3958821,"BHC","ALCAR LLC","NEW YORK","NY",20100111,,"New York"
1093429,"BHC","ALDEN BANCSHARES COMPANY","HAMPTON","IA",19840731,19951217,"Chicago"
1063749,"BHC","ALDEN BANCSHARES, INC.","STERLING","KS",19820520,,"Kansas City"
1203358,"BHC","ALDEN INVESTMENT COMPANY, INC.","ALDEN","IA",19781201,19840730,"Chicago"
1132878,"BHC","ALERION CORPORATION","NEW ORLEANS","LA",19850531,19931222,"Atlanta"
2067007,"FHD","ALERUS FINANCIAL CORPORATION","GRAND FORKS","ND",19930618,,"Minneapolis"
1029437,"BHC","ALEX BROWN FINANCIAL GROUP","SACRAMENTO","CA",19820414,19890831,"San Francisco"
1052574,"BHC","ALEXANDER C.B.M., INC.","ALEXANDER","KS",19700515,19871119,"Kansas City"
1085237,"BHC","ALEXANDER CITY BANCSHARES, INC.","ALEXANDER CITY","AL",19831024,19850623,"Atlanta"
4266194,"SLHC","ALEXANDER SCOTT MAXWELL 1992 TRUST","GREAT FALLS","MT",20010101,20121031,"Minneapolis"
1124837,"BHC","ALEXANDRIA SECURITIES AND INVESTMENT COMPANY","MINNEAPOLIS","MN",19791130,19971221,"Minneapolis"
1233506,"BHC","ALEXANDRIA SHARES CORPORATION","WASHINGTON","DC",19630118,19731230,"Richmond"
1064906,"BHC","ALEXANDRIA STATE COMPANY","AURORA","NE",19830114,19850410,"Kansas City"
3846311,"SLHC","ALFA MUTUAL FIRE INSURANCE COMPANY","MONTGOMERY","AL",20031231,,"Atlanta"
3846263,"SLHC","ALFA MUTUAL INSURANCE COMPANY","MONTGOMERY","AL",20031231,,"Atlanta"
1055708,"BHC","ALFALFA COUNTY BANCSHARES, INC.","CHEROKEE","OK",19751001,,"Kansas City"
3865170,"SLHC","ALFRED P. WEST GRANTOR RETAINED","OAKS","PA",20000713,20131113,"Philadelphia"
4275383,"SLHC","ALFRED P. WEST GRANTOR RETAINED","OAKS","PA",20000713,20131113,"Philadelphia"
4275392,"SLHC","ALFRED P. WEST GRANTOR RETAINED","OAKS","PA",20000713,20131113,"Philadelphia"
